sales_order_id,order_date,customer_id,sales_channel,order_status,payment_method,subtotal,discount_total,tax_total,order_total,created_date
RP-002652,2025-08-28,10298,Raven Prime,Shipped,Coin,52.85,2.9,3.96,56.81,2025-08-28
RP-002653,2025-07-03,9513,Raven Prime,Closed,Coin,82.22,6.37,6.78,89.0,2025-07-03
RP-002654,2025-09-02,7349,Raven Prime,Closed,Coin,108.3,2.04,10.15,118.45,2025-09-02
RP-002655,2025-08-31,10202,Raven Prime,Open,Coin,38.13,1.09,2.38,40.51,2025-08-31
RP-002656,2025-09-14,7537,Raven Prime,Closed,Coin,108.49,5.0,7.72,116.2,2025-09-14
RP-002657,2025-09-14,10136,Raven Prime,Shipped,Coin,19.91,0.49,1.24,21.15,2025-09-14
RP-002658,2025-09-10,8213,Raven Prime,Closed,Coin,93.88,0.83,6.51,100.38,2025-09-10
RP-002659,2025-09-13,7246,Raven Prime,Closed,Coin,40.66,3.54,2.54,43.2,2025-09-13
RP-002660,2025-07-15,8770,Raven Prime,Shipped,Coin,58.18,5.27,4.27,62.45,2025-07-15
RP-002661,2025-08-14,8082,Raven Prime,Shipped,Coin,92.43,6.23,7.47,99.9,2025-08-14
RP-002662,2025-09-22,10039,Raven Prime,Closed,Coin,37.84,2.84,2.37,40.21,2025-09-22
RP-002663,2025-07-19,9314,Raven Prime,Closed,Coin,64.29,3.96,4.25,68.55,2025-07-19
RP-002664,2025-08-30,9598,Raven Prime,Open,Coin,30.3,0.65,1.89,32.19,2025-08-30
RP-002665,2025-08-08,7094,Raven Prime,Closed,Coin,41.53,2.35,3.24,44.77,2025-08-08
RP-002666,2025-09-18,7931,Raven Prime,Shipped,Coin,74.73,2.43,5.9,80.63,2025-09-18
RP-002667,2025-09-28,7105,Raven Prime,Closed,Coin,21.06,1.07,1.32,22.38,2025-09-28
RP-002668,2025-08-21,7905,Raven Prime,Closed,Coin,63.98,1.88,4.71,68.69,2025-08-21
RP-002669,2025-08-02,8502,Raven Prime,Closed,Coin,67.92,4.92,4.24,72.16,2025-08-02
RP-002670,2025-07-27,8235,Raven Prime,Closed,Coin,94.29,2.92,6.9,101.2,2025-07-27
RP-002671,2025-07-01,9804,Raven Prime,Closed,Coin,107.57,5.98,6.72,114.29,2025-07-01
RP-002672,2025-07-10,9083,Raven Prime,Closed,Coin,42.13,3.03,2.63,44.76,2025-07-10
RP-002673,2025-08-14,8625,Raven Prime,Open,Coin,31.56,1.78,2.31,33.87,2025-08-14
RP-002674,2025-09-02,7216,Raven Prime,Closed,Coin,40.49,0.75,3.68,44.17,2025-09-02
RP-002675,2025-08-27,9246,Raven Prime,Closed,Coin,142.06,7.18,11.03,153.09,2025-08-27
RP-002676,2025-09-05,9767,Raven Prime,Closed,Coin,34.52,0.57,2.93,37.45,2025-09-05
RP-002677,2025-08-16,10175,Raven Prime,Closed,Coin,25.21,2.36,1.58,26.78,2025-08-16
RP-002678,2025-07-18,9699,Raven Prime,Closed,Coin,88.73,4.12,7.69,96.42,2025-07-18
RP-002679,2025-09-25,7340,Raven Prime,Closed,Coin,13.14,0.63,0.82,13.96,2025-09-25
RP-002680,2025-08-18,8348,Raven Prime,Closed,Coin,60.71,3.38,3.79,64.5,2025-08-18
RP-002681,2025-08-03,9826,Raven Prime,Shipped,Coin,96.62,5.59,8.23,104.85,2025-08-03
RP-002682,2025-07-31,9083,Raven Prime,Shipped,Coin,40.14,1.4,3.08,43.22,2025-07-31
RP-002683,2025-09-04,7039,Raven Prime,Closed,Coin,49.46,2.33,3.09,52.55,2025-09-04
RP-002684,2025-08-12,8588,Raven Prime,Shipped,Coin,52.3,2.4,3.83,56.12,2025-08-12
RP-002685,2025-07-11,9484,Raven Prime,Closed,Coin,28.92,0.56,1.81,30.73,2025-07-11
RP-002686,2025-08-30,8905,Raven Prime,Shipped,Coin,67.26,3.24,5.67,72.93,2025-08-30
RP-002687,2025-07-12,7014,Raven Prime,Shipped,Coin,130.42,2.94,10.64,141.06,2025-07-12
RP-002688,2025-08-23,9444,Raven Prime,Open,Coin,24.65,2.22,1.54,26.19,2025-08-23
RP-002689,2025-09-20,7428,Raven Prime,Shipped,Coin,79.89,5.41,6.04,85.94,2025-09-20
RP-002690,2025-07-02,8942,Raven Prime,Shipped,Coin,65.73,3.07,4.81,70.53,2025-07-02
RP-002691,2025-09-24,8003,Raven Prime,Closed,Coin,30.63,0.85,2.27,32.9,2025-09-24
RP-002692,2025-09-17,10004,Raven Prime,Closed,Coin,37.7,1.21,3.55,41.25,2025-09-17
RP-002693,2025-07-31,9499,Raven Prime,Shipped,Coin,54.23,3.14,4.39,58.63,2025-07-31
RP-002694,2025-09-11,8610,Raven Prime,Shipped,Coin,60.72,2.79,4.5,65.22,2025-09-11
RP-002695,2025-08-29,7946,Raven Prime,Shipped,Coin,144.81,5.46,10.31,155.12,2025-08-29
RP-002696,2025-08-03,8602,Raven Prime,Shipped,Coin,174.81,11.99,15.43,190.25,2025-08-03
RP-002697,2025-07-18,8706,Raven Prime,Closed,Coin,59.88,1.7,3.74,63.62,2025-07-18
RP-002698,2025-08-16,9582,Raven Prime,Closed,Coin,22.41,0.76,1.4,23.81,2025-08-16
RP-002699,2025-09-05,9979,Raven Prime,Closed,Coin,72.5,3.31,5.94,78.44,2025-09-05
RP-002700,2025-08-15,9363,Raven Prime,Closed,Coin,28.09,2.01,1.76,29.84,2025-08-15
RP-002701,2025-08-01,7425,Raven Prime,Closed,Coin,60.14,3.31,5.21,65.35,2025-08-01
RP-002702,2025-08-11,8213,Raven Prime,Closed,Coin,26.72,1.89,2.14,28.86,2025-08-11
RP-002703,2025-09-11,7961,Raven Prime,Shipped,Coin,52.24,4.58,3.92,56.15,2025-09-11
RP-002704,2025-08-23,8602,Raven Prime,Closed,Coin,91.29,3.44,5.71,97.0,2025-08-23
RP-002705,2025-07-08,10379,Raven Prime,Shipped,Coin,67.21,3.03,5.41,72.62,2025-07-08
RP-002706,2025-08-29,9648,Raven Prime,Closed,Coin,36.97,1.86,2.43,39.4,2025-08-29
RP-002707,2025-08-28,9972,Raven Prime,Closed,Coin,36.29,2.99,2.27,38.56,2025-08-28
RP-002708,2025-07-24,7431,Raven Prime,Shipped,Coin,176.36,15.1,16.0,192.36,2025-07-24
RP-002709,2025-08-21,8066,Raven Prime,Closed,Coin,95.78,3.48,7.57,103.35,2025-08-21
RP-002710,2025-07-25,9467,Raven Prime,Closed,Coin,115.67,5.74,7.84,123.51,2025-07-25
RP-002711,2025-07-09,9462,Raven Prime,Open,Coin,95.46,6.14,7.28,102.74,2025-07-09
RP-002712,2025-08-25,10537,Raven Prime,Open,Coin,26.99,0.95,1.69,28.67,2025-08-25
RP-002713,2025-08-29,8565,Raven Prime,Shipped,Coin,60.37,3.94,3.77,64.14,2025-08-29
RP-002714,2025-09-03,8916,Raven Prime,Shipped,Coin,39.25,1.68,3.0,42.26,2025-09-03
RP-002715,2025-07-11,10169,Raven Prime,Closed,Coin,68.41,2.96,4.28,72.69,2025-07-11
RP-002716,2025-08-09,7946,Raven Prime,Closed,Coin,69.21,0.79,5.46,74.68,2025-08-09
RP-002717,2025-09-11,7675,Raven Prime,Open,Coin,40.72,2.16,3.88,44.6,2025-09-11
RP-002718,2025-07-18,8653,Raven Prime,Closed,Coin,45.7,0.24,2.86,48.56,2025-07-18
RP-002719,2025-09-20,8292,Raven Prime,Shipped,Coin,80.75,3.42,6.0,86.75,2025-09-20
RP-002720,2025-07-23,8081,Raven Prime,Shipped,Coin,45.27,2.49,3.91,49.18,2025-07-23
RP-002721,2025-08-16,8883,Raven Prime,Closed,Coin,42.6,3.73,2.66,45.26,2025-08-16
RP-002722,2025-08-25,8623,Raven Prime,Closed,Coin,17.72,0.47,1.11,18.83,2025-08-25
RP-002723,2025-08-11,7832,Raven Prime,Open,Coin,80.63,4.68,6.38,87.01,2025-08-11
RP-002724,2025-08-15,7080,Raven Prime,Open,Coin,35.66,0.28,2.23,37.89,2025-08-15
RP-002725,2025-07-01,9072,Raven Prime,Closed,Coin,30.96,2.4,2.55,33.51,2025-07-01
RP-002726,2025-07-30,9019,Raven Prime,Shipped,Coin,129.63,1.65,11.21,140.84,2025-07-30
RP-002727,2025-07-24,8584,Raven Prime,Shipped,Coin,152.72,4.88,13.99,166.7,2025-07-24
RP-002728,2025-07-20,9979,Raven Prime,Closed,Coin,36.09,2.42,2.26,38.35,2025-07-20
RP-002729,2025-07-14,7575,Raven Prime,Open,Coin,48.21,1.23,3.01,51.22,2025-07-14
RP-002730,2025-08-24,8510,Raven Prime,Open,Coin,80.51,2.45,6.59,87.1,2025-08-24
RP-002731,2025-07-12,8393,Raven Prime,Closed,Coin,135.59,1.99,9.75,145.34,2025-07-12
RP-002732,2025-07-21,8527,Raven Prime,Closed,Coin,69.08,4.84,4.32,73.39,2025-07-21
RP-002733,2025-08-10,9658,Raven Prime,Shipped,Coin,30.83,2.95,2.15,32.99,2025-08-10
RP-002734,2025-08-01,8815,Raven Prime,Shipped,Coin,66.19,2.34,6.43,72.62,2025-08-01
RP-002735,2025-08-24,9697,Raven Prime,Open,Coin,108.77,3.26,9.09,117.87,2025-08-24
RP-002736,2025-07-02,7175,Raven Prime,Shipped,Coin,32.89,1.49,2.48,35.37,2025-07-02
RP-002737,2025-08-02,8618,Raven Prime,Shipped,Coin,43.0,0.41,2.69,45.69,2025-08-02
RP-002738,2025-08-27,7291,Raven Prime,Open,Coin,90.74,7.48,8.08,98.82,2025-08-27
RP-002739,2025-08-06,9429,Raven Prime,Shipped,Coin,35.29,1.26,2.21,37.49,2025-08-06
RP-002740,2025-08-15,9451,Raven Prime,Closed,Coin,82.69,4.81,5.99,88.69,2025-08-15
RP-002741,2025-07-02,8601,Raven Prime,Open,Coin,91.66,6.62,7.79,99.45,2025-07-02
RP-002742,2025-08-09,9005,Raven Prime,Shipped,Coin,110.51,5.86,9.69,120.2,2025-08-09
RP-002743,2025-09-25,10252,Raven Prime,Closed,Coin,65.3,4.5,4.08,69.38,2025-09-25
RP-002744,2025-07-12,9152,Raven Prime,Closed,Coin,49.56,0.36,4.17,53.73,2025-07-12
RP-002745,2025-08-12,7544,Raven Prime,Closed,Coin,170.07,4.49,15.34,185.41,2025-08-12
RP-002746,2025-07-25,7158,Raven Prime,Closed,Coin,72.55,6.72,5.59,78.13,2025-07-25
RP-002747,2025-07-11,7939,Raven Prime,Shipped,Coin,140.68,12.21,11.13,151.81,2025-07-11
RP-002748,2025-07-14,7855,Raven Prime,Closed,Coin,49.63,2.7,3.7,53.33,2025-07-14
RP-002749,2025-07-30,7273,Raven Prime,Closed,Coin,36.05,1.2,2.4,38.46,2025-07-30
RP-002750,2025-09-07,10274,Raven Prime,Closed,Coin,38.19,2.65,2.39,40.57,2025-09-07
RP-002751,2025-08-23,9859,Raven Prime,Shipped,Coin,30.3,1.61,1.89,32.19,2025-08-23
RP-002752,2025-08-31,8427,Raven Prime,Closed,Coin,68.69,2.85,4.54,73.23,2025-08-31
RP-002753,2025-09-03,8954,Raven Prime,Closed,Coin,42.88,3.63,3.52,46.4,2025-09-03
RP-002754,2025-09-24,7127,Raven Prime,Closed,Coin,150.75,7.46,13.55,164.3,2025-09-24
RP-002755,2025-09-19,8247,Raven Prime,Closed,Coin,52.67,2.53,4.24,56.91,2025-09-19
RP-002756,2025-09-10,10452,Raven Prime,Closed,Coin,58.22,2.34,4.17,62.39,2025-09-10
RP-002757,2025-09-18,9646,Raven Prime,Shipped,Coin,28.13,1.65,1.87,30.0,2025-09-18
RP-002758,2025-08-28,9566,Raven Prime,Open,Coin,25.72,1.78,1.61,27.33,2025-08-28
RP-002759,2025-09-19,8418,Raven Prime,Closed,Coin,24.45,1.35,1.53,25.98,2025-09-19
RP-002760,2025-07-28,7749,Raven Prime,Shipped,Coin,48.1,1.43,3.01,51.11,2025-07-28
RP-002761,2025-09-02,8813,Raven Prime,Shipped,Coin,65.2,2.76,5.15,70.35,2025-09-02
RP-002762,2025-09-10,8450,Raven Prime,Closed,Coin,59.69,5.44,3.73,63.42,2025-09-10
RP-002763,2025-07-16,8454,Raven Prime,Shipped,Coin,141.56,6.57,11.16,152.72,2025-07-16
RP-002764,2025-07-17,9503,Raven Prime,Shipped,Coin,100.13,8.71,7.73,107.86,2025-07-17
RP-002765,2025-07-26,9770,Raven Prime,Shipped,Coin,211.09,5.52,18.73,229.82,2025-07-26
RP-002766,2025-07-24,7496,Raven Prime,Closed,Coin,17.87,0.82,1.34,19.21,2025-07-24
RP-002767,2025-07-23,9856,Raven Prime,Shipped,Coin,73.78,3.52,4.95,78.73,2025-07-23
RP-002768,2025-07-06,9928,Raven Prime,Closed,Coin,39.65,3.6,2.48,42.13,2025-07-06
RP-002769,2025-07-14,8170,Raven Prime,Closed,Coin,56.57,3.04,4.63,61.2,2025-07-14
RP-002770,2025-07-23,8173,Raven Prime,Closed,Coin,90.37,2.15,6.36,96.73,2025-07-23
RP-002771,2025-09-16,7967,Raven Prime,Closed,Coin,44.37,1.8,3.09,47.46,2025-09-16
RP-002772,2025-09-07,8713,Raven Prime,Closed,Coin,47.96,2.48,3.0,50.96,2025-09-07
RP-002773,2025-09-28,9103,Raven Prime,Closed,Coin,41.37,1.52,2.59,43.96,2025-09-28
RP-002774,2025-08-05,9030,Raven Prime,Shipped,Coin,97.99,7.96,7.99,105.97,2025-08-05
RP-002775,2025-09-23,10184,Raven Prime,Closed,Coin,168.7,9.09,13.92,182.62,2025-09-23
RP-002776,2025-07-31,8417,Raven Prime,Closed,Coin,23.54,2.27,1.47,25.01,2025-07-31
RP-002777,2025-07-30,7231,Raven Prime,Closed,Coin,111.64,8.08,8.78,120.42,2025-07-30
RP-002778,2025-09-27,9844,Raven Prime,Closed,Coin,75.85,4.22,5.46,81.31,2025-09-27
RP-002779,2025-08-26,7882,Raven Prime,Closed,Coin,132.44,6.16,10.83,143.27,2025-08-26
RP-002780,2025-07-29,9075,Raven Prime,Closed,Coin,53.78,3.24,4.51,58.29,2025-07-29
RP-002781,2025-09-05,8753,Raven Prime,Closed,Coin,13.3,1.34,0.83,14.14,2025-09-05
RP-002782,2025-09-08,7541,Raven Prime,Closed,Coin,84.39,3.14,6.59,90.97,2025-09-08
RP-002783,2025-09-02,8625,Raven Prime,Shipped,Coin,58.63,4.11,4.51,63.14,2025-09-02
RP-002784,2025-09-16,8791,Raven Prime,Shipped,Coin,82.4,1.37,5.39,87.79,2025-09-16
RP-002785,2025-07-08,9331,Raven Prime,Closed,Coin,89.84,3.43,7.1,96.94,2025-07-08
RP-002786,2025-08-02,7663,Raven Prime,Closed,Coin,124.62,8.48,10.51,135.13,2025-08-02
RP-002787,2025-07-19,10209,Raven Prime,Closed,Coin,82.92,3.9,6.38,89.3,2025-07-19
RP-002788,2025-07-15,9318,Raven Prime,Shipped,Coin,109.54,2.77,6.85,116.39,2025-07-15
RP-002789,2025-09-20,10217,Raven Prime,Closed,Coin,97.0,8.04,7.79,104.79,2025-09-20
RP-002790,2025-09-08,10512,Raven Prime,Closed,Coin,100.86,8.04,7.45,108.31,2025-09-08
RP-002791,2025-09-20,8575,Raven Prime,Closed,Coin,36.13,2.19,2.5,38.63,2025-09-20
RP-002792,2025-07-24,7874,Raven Prime,Shipped,Coin,55.48,1.2,3.47,58.95,2025-07-24
RP-002793,2025-08-31,9911,Raven Prime,Closed,Coin,55.31,1.83,3.46,58.77,2025-08-31
RP-002794,2025-07-21,10199,Raven Prime,Shipped,Coin,92.25,5.66,6.52,98.77,2025-07-21
RP-002795,2025-08-26,7305,Raven Prime,Shipped,Coin,82.18,6.36,5.47,87.65,2025-08-26
RP-002796,2025-08-26,8732,Raven Prime,Shipped,Coin,145.23,5.44,12.19,157.42,2025-08-26
RP-002797,2025-07-14,7924,Raven Prime,Shipped,Coin,38.23,0.68,3.6,41.83,2025-07-14
RP-002798,2025-07-10,8177,Raven Prime,Closed,Coin,66.95,2.53,4.18,71.14,2025-07-10
RP-002799,2025-08-24,10059,Raven Prime,Closed,Coin,126.14,9.38,10.52,136.66,2025-08-24
RP-002800,2025-07-29,7540,Raven Prime,Shipped,Coin,47.74,3.53,3.61,51.36,2025-07-29
RP-002801,2025-09-19,9417,Raven Prime,Shipped,Coin,133.83,6.14,11.98,145.81,2025-09-19
RP-002802,2025-09-02,8586,Raven Prime,Closed,Coin,148.51,10.7,12.85,161.36,2025-09-02
RP-002803,2025-09-27,9245,Raven Prime,Shipped,Coin,46.21,3.28,3.3,49.51,2025-09-27
RP-002804,2025-09-15,7991,Raven Prime,Shipped,Coin,33.54,0.9,2.82,36.36,2025-09-15
RP-002805,2025-09-06,7225,Raven Prime,Closed,Coin,38.39,1.52,2.4,40.79,2025-09-06
RP-002806,2025-09-27,7462,Raven Prime,Closed,Coin,108.72,4.57,7.83,116.56,2025-09-27
RP-002807,2025-07-11,8886,Raven Prime,Closed,Coin,37.31,3.96,2.33,39.64,2025-07-11
RP-002808,2025-09-03,10195,Raven Prime,Closed,Coin,68.82,3.93,4.76,73.58,2025-09-03
RP-002809,2025-08-14,8655,Raven Prime,Closed,Coin,104.71,4.76,9.62,114.33,2025-08-14
RP-002810,2025-07-26,7087,Raven Prime,Shipped,Coin,42.65,4.05,3.35,46.0,2025-07-26
RP-002811,2025-09-06,8867,Raven Prime,Shipped,Coin,51.75,2.65,3.57,55.32,2025-09-06
RP-002812,2025-09-19,7375,Raven Prime,Shipped,Coin,166.1,9.65,14.83,180.93,2025-09-19
RP-002813,2025-08-25,9548,Raven Prime,Open,Coin,83.45,5.07,5.77,89.22,2025-08-25
RP-002814,2025-09-17,9269,Raven Prime,Closed,Coin,41.55,0.5,2.6,44.15,2025-09-17
RP-002815,2025-07-26,7014,Raven Prime,Shipped,Coin,81.54,6.65,5.41,86.95,2025-07-26
RP-002816,2025-07-16,10216,Raven Prime,Closed,Coin,72.15,4.17,6.31,78.46,2025-07-16
RP-002817,2025-07-12,7239,Raven Prime,Closed,Coin,127.79,5.69,10.97,138.76,2025-07-12
RP-002818,2025-09-16,10195,Raven Prime,Closed,Coin,42.03,2.15,2.86,44.89,2025-09-16
RP-002819,2025-07-27,10545,Raven Prime,Shipped,Coin,36.07,2.68,2.68,38.75,2025-07-27
RP-002820,2025-09-16,7429,Raven Prime,Closed,Coin,44.77,3.69,2.8,47.57,2025-09-16
RP-002821,2025-07-17,9687,Raven Prime,Shipped,Coin,40.75,0.58,2.55,43.3,2025-07-17
RP-002822,2025-08-22,7901,Raven Prime,Shipped,Coin,50.13,3.5,3.13,53.26,2025-08-22
RP-002823,2025-09-05,8327,Raven Prime,Closed,Coin,125.91,7.22,10.47,136.38,2025-09-05
RP-002824,2025-09-23,7626,Raven Prime,Closed,Coin,130.34,7.36,11.94,142.28,2025-09-23
RP-002825,2025-07-18,7803,Raven Prime,Open,Coin,23.05,1.09,1.44,24.5,2025-07-18
RP-002826,2025-07-31,7412,Raven Prime,Closed,Coin,80.35,4.01,5.02,85.37,2025-07-31
RP-002827,2025-09-19,9112,Raven Prime,Closed,Coin,65.63,5.05,5.7,71.33,2025-09-19
RP-002828,2025-09-16,10215,Raven Prime,Closed,Coin,41.38,3.11,2.7,44.07,2025-09-16
RP-002829,2025-09-21,10434,Raven Prime,Shipped,Coin,54.78,2.27,5.24,60.02,2025-09-21
RP-002830,2025-09-21,10384,Raven Prime,Closed,Coin,162.07,9.27,11.27,173.34,2025-09-21
RP-002831,2025-09-07,10291,Raven Prime,Closed,Coin,111.08,4.46,8.79,119.87,2025-09-07
RP-002832,2025-07-18,8655,Raven Prime,Open,Coin,60.63,1.41,5.99,66.61,2025-07-18
RP-002833,2025-09-27,7320,Raven Prime,Shipped,Coin,109.94,4.7,9.06,119.0,2025-09-27
RP-002834,2025-08-28,9445,Raven Prime,Shipped,Coin,8.81,0.08,0.7,9.51,2025-08-28
RP-002835,2025-09-01,7566,Raven Prime,Shipped,Coin,29.76,2.51,2.46,32.22,2025-09-01
RP-002836,2025-08-07,7899,Raven Prime,Closed,Coin,92.39,6.42,6.72,99.11,2025-08-07
RP-002837,2025-07-15,8204,Raven Prime,Shipped,Coin,68.27,1.64,4.27,72.53,2025-07-15
RP-002838,2025-09-17,9245,Raven Prime,Shipped,Coin,125.55,9.19,10.53,136.08,2025-09-17
RP-002839,2025-07-13,9010,Raven Prime,Open,Coin,63.81,4.46,3.99,67.8,2025-07-13
RP-002840,2025-09-15,7960,Raven Prime,Closed,Coin,40.55,1.2,2.53,43.09,2025-09-15
RP-002841,2025-08-02,10154,Raven Prime,Shipped,Coin,30.18,1.4,2.15,32.33,2025-08-02
RP-002842,2025-07-31,9443,Raven Prime,Closed,Coin,74.47,4.98,5.56,80.02,2025-07-31
RP-002843,2025-07-03,8841,Raven Prime,Shipped,Coin,28.66,2.15,2.17,30.82,2025-07-03
RP-002844,2025-08-16,10551,Raven Prime,Closed,Coin,99.4,7.13,6.76,106.15,2025-08-16
RP-002845,2025-09-30,7600,Raven Prime,Open,Coin,51.16,2.62,3.49,54.65,2025-09-30
RP-002846,2025-08-21,7615,Raven Prime,Shipped,Coin,68.27,2.96,6.0,74.27,2025-08-21
RP-002847,2025-09-16,9798,Raven Prime,Shipped,Coin,47.36,1.62,2.96,50.32,2025-09-16
RP-002848,2025-08-08,10376,Raven Prime,Closed,Coin,89.69,1.4,7.93,97.62,2025-08-08
RP-002849,2025-09-02,8257,Raven Prime,Closed,Coin,57.97,3.51,4.93,62.9,2025-09-02
RP-002850,2025-07-31,9472,Raven Prime,Shipped,Coin,50.62,4.86,3.57,54.18,2025-07-31
RP-002851,2025-07-02,7034,Raven Prime,Open,Coin,116.0,4.28,8.57,124.57,2025-07-02
RP-002852,2025-08-27,7191,Raven Prime,Closed,Coin,83.1,3.21,6.73,89.83,2025-08-27
RP-002853,2025-08-11,9431,Raven Prime,Shipped,Coin,11.1,0.66,0.86,11.96,2025-08-11
RP-002854,2025-07-29,7326,Raven Prime,Closed,Coin,148.87,5.93,10.79,159.66,2025-07-29
RP-002855,2025-07-29,9706,Raven Prime,Closed,Coin,109.16,5.58,8.15,117.31,2025-07-29
RP-002856,2025-09-09,10265,Raven Prime,Closed,Coin,28.64,1.73,2.2,30.83,2025-09-09
RP-002857,2025-07-31,10116,Raven Prime,Shipped,Coin,83.56,6.27,5.45,89.01,2025-07-31
RP-002858,2025-08-17,8704,Raven Prime,Closed,Coin,54.93,3.02,3.43,58.36,2025-08-17
RP-002859,2025-08-02,7823,Raven Prime,Closed,Coin,113.35,3.75,8.67,122.02,2025-08-02
RP-002860,2025-07-17,9404,Raven Prime,Closed,Coin,22.96,1.61,2.16,25.12,2025-07-17
RP-002861,2025-08-02,9291,Raven Prime,Open,Coin,41.23,2.54,2.58,43.8,2025-08-02
RP-002862,2025-09-14,9125,Raven Prime,Closed,Coin,31.24,2.29,2.36,33.6,2025-09-14
RP-002863,2025-08-27,7614,Raven Prime,Closed,Coin,58.33,4.8,4.1,62.43,2025-08-27
RP-002864,2025-08-05,7962,Raven Prime,Open,Coin,39.79,2.83,2.64,42.43,2025-08-05
RP-002865,2025-07-25,10376,Raven Prime,Closed,Coin,12.52,0.22,0.78,13.3,2025-07-25
RP-002866,2025-09-18,7380,Raven Prime,Shipped,Coin,83.05,4.25,5.19,88.24,2025-09-18
RP-002867,2025-08-13,10488,Raven Prime,Closed,Coin,93.3,6.58,9.33,102.63,2025-08-13
RP-002868,2025-09-25,10538,Raven Prime,Closed,Coin,83.63,5.75,5.23,88.86,2025-09-25
RP-002869,2025-08-05,8771,Raven Prime,Shipped,Coin,95.11,3.3,7.23,102.34,2025-08-05
RP-002870,2025-08-20,7081,Raven Prime,Closed,Coin,57.96,3.61,5.51,63.47,2025-08-20
RP-002871,2025-07-07,9669,Raven Prime,Open,Coin,68.21,4.21,5.2,73.42,2025-07-07
RP-002872,2025-09-15,10266,Raven Prime,Closed,Coin,57.92,2.39,3.62,61.54,2025-09-15
RP-002873,2025-09-30,7105,Raven Prime,Closed,Coin,52.97,3.44,3.31,56.28,2025-09-30
RP-002874,2025-08-29,7850,Raven Prime,Shipped,Coin,49.49,4.55,3.21,52.69,2025-08-29
RP-002875,2025-08-31,8961,Raven Prime,Closed,Coin,120.69,6.94,8.49,129.17,2025-08-31
RP-002876,2025-08-14,10402,Raven Prime,Shipped,Coin,33.98,2.01,2.43,36.42,2025-08-14
RP-002877,2025-08-27,7808,Raven Prime,Closed,Coin,14.81,0.74,0.93,15.74,2025-08-27
RP-002878,2025-09-15,10419,Raven Prime,Closed,Coin,65.8,3.14,5.66,71.46,2025-09-15
RP-002879,2025-09-29,7301,Raven Prime,Closed,Coin,110.58,11.27,8.9,119.48,2025-09-29
RP-002880,2025-09-18,10230,Raven Prime,Open,Coin,71.98,3.71,5.14,77.11,2025-09-18
RP-002881,2025-07-30,7709,Raven Prime,Shipped,Coin,76.43,2.14,5.9,82.33,2025-07-30
RP-002882,2025-09-20,10272,Raven Prime,Closed,Coin,32.16,0.77,2.01,34.17,2025-09-20
RP-002883,2025-07-09,7993,Raven Prime,Shipped,Coin,53.55,2.32,3.35,56.9,2025-07-09
RP-002884,2025-07-23,8788,Raven Prime,Closed,Coin,82.5,5.88,5.38,87.88,2025-07-23
RP-002885,2025-07-27,7980,Raven Prime,Shipped,Coin,61.42,2.17,3.84,65.26,2025-07-27
RP-002886,2025-08-06,7250,Raven Prime,Closed,Coin,56.54,0.69,3.53,60.08,2025-08-06
RP-002887,2025-07-25,8644,Raven Prime,Closed,Coin,116.08,4.81,8.27,124.35,2025-07-25
RP-002888,2025-09-20,10119,Raven Prime,Closed,Coin,102.99,6.45,9.02,112.0,2025-09-20
RP-002889,2025-07-19,8877,Raven Prime,Closed,Coin,38.81,2.05,3.2,42.01,2025-07-19
RP-002890,2025-09-11,8366,Raven Prime,Closed,Coin,86.8,3.06,5.74,92.54,2025-09-11
RP-002891,2025-09-11,7649,Raven Prime,Closed,Coin,46.67,2.9,3.04,49.71,2025-09-11
RP-002892,2025-08-13,8792,Raven Prime,Closed,Coin,13.79,0.22,1.38,15.17,2025-08-13
RP-002893,2025-08-31,9187,Raven Prime,Shipped,Coin,26.45,1.01,1.65,28.1,2025-08-31
RP-002894,2025-08-22,8903,Raven Prime,Closed,Coin,51.83,4.03,3.24,55.07,2025-08-22
RP-002895,2025-08-12,10203,Raven Prime,Shipped,Coin,39.87,2.68,2.49,42.36,2025-08-12
RP-002896,2025-09-14,10405,Raven Prime,Shipped,Coin,54.23,4.49,4.55,58.77,2025-09-14
RP-002897,2025-09-15,9870,Raven Prime,Closed,Coin,65.59,1.21,5.05,70.64,2025-09-15
RP-002898,2025-08-26,7313,Raven Prime,Open,Coin,118.33,5.49,7.98,126.3,2025-08-26
RP-002899,2025-07-10,8451,Raven Prime,Closed,Coin,170.27,8.17,13.04,183.31,2025-07-10
RP-002900,2025-07-05,8814,Raven Prime,Shipped,Coin,127.58,6.69,10.24,137.82,2025-07-05
RP-002901,2025-07-07,10497,Raven Prime,Shipped,Coin,78.53,5.14,7.21,85.74,2025-07-07
RP-002902,2025-07-19,9724,Raven Prime,Shipped,Coin,42.11,3.18,2.63,44.75,2025-07-19
RP-002903,2025-08-20,9314,Raven Prime,Closed,Coin,108.27,5.44,8.59,116.86,2025-08-20
RP-002904,2025-08-27,7573,Raven Prime,Shipped,Coin,42.01,3.5,2.63,44.63,2025-08-27
RP-002905,2025-09-09,9000,Raven Prime,Closed,Coin,47.05,3.77,2.94,49.99,2025-09-09
RP-002906,2025-08-08,9438,Raven Prime,Closed,Coin,107.02,8.44,9.58,116.61,2025-08-08
RP-002907,2025-08-22,9171,Raven Prime,Shipped,Coin,53.49,3.76,3.8,57.29,2025-08-22
RP-002908,2025-07-11,10392,Raven Prime,Closed,Coin,191.61,10.09,15.52,207.13,2025-07-11
